Samples.ID	Samples	BTC_ID	B2M	B4GALT1	CLTC	E2F4	GAPDH	POLR2A	SDHA	TBP	TCL1A	AKR1C3	AQP1	ARC	BEX1	BMP2	CCL2	CD163	CD44	CDH4	CDK4	CDKN2A	CDKN2C	CFI	CHI3L1	CLEC2B	COL1A2	COL6A3	CYB5R2	DARC	DENND2A	DLL3	DNM3	DPYD	EDNRB	EGFR	EMP3	FABP5	FABP7	G0S2	GATM	GPNMB	GRIA2	GRIK1	HGF	HP	IGF2BP3	IGFBP2	IGFBP6	IL8	SEL1L3	LGALS3	LOC390940	LTF	MDM2	MET	MGMT	MMP7	NCAM1	NNMT	OLIG2	OMG	PDGFA	PDGFRA	PDPN	PI3	PLA2G2A	PLAT	PRKCZ	PROM1	PTEN	PTGDS	PTX3	RGN	RTN1	S100A4	S100A9	SAA2	SEC61G	SERPINA1	SLC4A4	SOCS2	SOX9	SPRY2	SRPX	STEAP3	TAGLN	TCF12	TIMP1	TMEM100	TUSC3	VEGFA	EGFREX30	EGFRVIII	EGFRVII	PDGFRAD89	PDGFRADCt	KIAABRAF16.915.9	KIAABRAF16.11	HOXA5	NPTX2	DYRK3	CYP27B1	CTDSP2	AVIL	FAM119	CHIC2	MDM4	REN	SOX13	GOLT1A	CAPZA2	KRIT1	CDK6	SAMD9	SAMD9L	SOX2	PIK3CA	RHOB	DDX1	MYCN	LAPTM4A	NAG	RDH14	HS1BP3	GEN1	CEP170	AKT3	ZNF238	SDCCAG8	WT1	HIPK3	CCND2	DYRK4	CDKN2B	FAF1	RERE	ENO1	H6PD	SPSB1	KPNA3	RB1	PHF11	CAB39L	SETDB2	PARK2	NF1	EVI2B	ANGPTL4	CA9	EGLN3	GLUT1	PDK1
S06.22621_workingFolder20110525_HuseNano8	S06.22621	466	11306.6803418561	314.197275268203	1003.60192852129	197.443261410826	50384.9900752464	1808.83397647416	806.232047952866	423.538335864795	12.1194298911788	78.8360092382517	543.072207194968	454.116768065537	2236.93202728454	211.342548774799	582.916830971692	657.046363579551	1693.93320093198	134.433158694146	545.852064667762	167.791448367682	1724.51163313272	268.79293654589	7530.70727464326	474.502389532698	847.003290887189	41.7712429343223	67.7165793470729	129.800062906155	362.381471463312	280.838985594667	879.434961403127	516.200251624619	1244.52290949683	859.975959093564	347.55556494174	1950.60670758669	1177.80633014976	240.067742660345	2237.85864644214	515.27363246702	1187.99914088334	120.533871330172	66.7899601894747	92.7352966022253	150.185684373316	1432.62659848927	76.9827709230553	1020.28107335806	242.847600133139	1326.06539536548	105.707964808601	3865.00188718464	915.573108549458	56.5971494558941	367.014567251303	13.0460490487771	4079.97753174743	147.405826900521	1853.31169603887	240.994361817943	121.460490487771	799.745713849679	1063.83217376518	57.5237686134923	26.0187172551523	420.758478392001	129.800062906155	267.866317388292	745.075183551383	1274.17472253997	257.673506654711	543.072207194968	944.298302435003	220.608740350782	564.384447819727	24.1654789399559	1086.99765270513	139.066254482137	749.708279339374	214.122406247594	1146.30127879142	350.335422414535	399.446237767241	359.601613990517	1027.69402661884	1414.09421533731	1274.17472253997	861.82919740876	135.359777851744	14560.9668233411	940.59182580461	5.63309578799118	1	1	817.351477844045	1	4.70647663039294	359.601613990517	70.4964368198676	184.470593204451	66.7899601894747	1366.8366382998	142.77273111253	177.057639943665	64.9367218742782	635.734122954791	1	403.152714397634	1	393.886522821652	1123.13579985146	108.487822281395	188.177069834844	190.956927307638	2673.36965051331	626.467931378809	1285.29415243115	769.167281648937	152.965541846111	2745.64594480597	520.83334741261	240.067742660345	307.710941165016	211.342548774799	1296.41358232233	1335.33158694146	322.536847686588	865.535674039153	35.2849088311347	581.990211814094	5125.20394151824	60.303626086287	771.020519964133	1066.61203123797	967.463781374959	6452.12257519891	354.968518202526	132.579920378949	350.335422414535	219.682121193183	148.332446058119	229.874931926764	31.5784322007418	79.76262839585	1037.88683735243	129.800062906155	NA	NA	NA	NA	NA
S06.23656_workingFolder20110525_HuseNano8	S06.23656	467	39891.8635917361	1126.52327644399	1273.85572250211	197.443261410826	17907.9304110639	955.843065709998	393.886522821652	397.106904156255	14.6866206720657	100.026726039064	136.256016053355	128.205062716846	163.629257397487	147.527350724468	2000.05171345525	8243.56602591818	1583.01233062407	46.0853386844518	280.368080776871	15.4917160057167	141.891683388912	422.064859499434	15875.0646935953	789.188331644256	17293.6426714882	2452.51529096707	110.492965376526	204.689119413684	149.942636725421	5.02547666825463	319.817752125767	1160.33728045733	443.802433508009	735.246944289644	394.691618155303	2475.86305564295	942.961540371583	201.46873807908	1297.20348717799	6580.23906659536	105.66239337462	1	315.792275457512	303.715845452748	13.8815253384148	1459.83274457548	654.737410924552	944.571731038885	451.853386844518	1459.02764924183	79.0942473641398	5044.92226532305	711.094084280116	65.407626692074	228.036884089561	77.4840566968379	613.677548908354	1040.37807574334	400.327285490859	205.494214747335	231.257265424165	344.775707468945	1856.74474406538	462.31962618198	1058.89526841732	397.911999489906	46.0853386844518	16.2968113393676	1496.06203458977	2184.41854486131	1143.43027845066	133.035634718752	439.776956839754	542.829159547073	2851.03748112428	207.909500748288	2508.06686898898	668.424031596617	186.171926739713	184.561736072411	202.273833412731	466.345102850235	358.462328141011	339.94513546704	4760.72361254427	843.129718998868	19083.3695981942	113.71334671113	281.173176110522	1030.71693173953	780.332282974096	16.2968113393676	1	4.2203813346037	323.03813346037	9.85604867016018	21.1273833412731	21.9324786749241	596.770546901685	77.4840566968379	19.5171926739713	1235.21114648687	132.230539385101	87.9502960343	42.8649573498481	291.639415447984	1.80509533365093	153.968113393676	1	465.540007516584	584.694116896921	198.248356744477	194.222880076222	259.435602101947	360.072518808313	556.515780219139	673.254603598523	595.160356234383	3.41528600095278	3796.21940283046	352.826660805454	133.840730052403	380.199902149586	56.5515780219139	1166.77804312654	273.927318107664	34.8140040133389	930.080015033168	3.41528600095278	860.841816339188	469.565484184839	67.8229126930268	72.6534846949324	367.318376811171	298.885273450842	1882.50779474221	237.698028093372	114.51844204478	344.775707468945	547.659731548978	371.343853479426	98.416535371762	91.9757727025546	16.2968113393676	644.271171587089	467.955293517537	NA	NA	NA	NA	NA
S06.25124_workingFolder20110525_HuseNano8	S06.25124	138	31810.8031511863	278.093837300391	1092.76869799349	200.754290245659	26295.4970471114	1142.58865161771	824.68989992034	579.385937789686	4.32133024161427	52.2433808706202	708.443341463841	1335.70028138014	665.266048322855	88.7780135283773	310.832663967732	540.004450639116	1269.27367654785	404.778862230535	1442.4573248606	1	784.833937020969	248.201865125862	9931.77742242668	414.742852955378	1091.81974649589	102.537810243636	47.4986233825998	27.0961661841122	1193.35755673952	130.057403674155	187.943445028003	939.987506879236	3806.76998114116	21610.5235034401	336.928830151844	2026.53697163591	4293.10762366325	144.291676138216	2860.66533802989	1436.76361587497	862.173484075701	232.069689666593	297.072867252472	247.72738937706	371.091084065591	1853.82779907196	99.2164800020221	645.338066873169	318.898751697366	1866.16416854082	102.537810243636	3884.58400394469	5151.43425324614	82.6098287939507	56.9881383586406	96.3696255092099	1744.69837684749	822.31752117633	934.293797893611	204.550096236075	481.169457787664	1045.79559886209	1738.53019211307	153.781191114257	475.950224550841	447.007203873917	30.8919721745285	176.081551307952	1098.93688272792	368.244229572778	209.294853724095	304.190003484503	2092.01462497059	181.775260293577	347.841772374291	232.069689666593	8943.44443767203	160.898327346287	3437.15337282437	1039.62741412766	2179.79263849896	1088.02394050547	1111.74772794557	655.302057598012	2610.14214266241	1982.41072699732	2422.24974613681	154.730142611861	155.679094109465	5449.87949924262	21165.9397268126	9.54056347843671	50.8199536242141	2.89790299520816	968.456051807358	1	5.74475748802039	120.567888698114	245.829486381852	101.588858746032	299.445245996483	4899.01315488345	1145.43550611052	474.052321555633	89.7269650259813	647.235969868377	1	226.375980680969	1	564.677189576823	1489.430423992	1330.95552389212	221.631223192948	509.163526966984	2804.20272392245	1068.57043480459	694.683544748581	1002.1438299723	143.817200389414	3489.82018094139	693.734593250977	195.535057008836	328.862742422209	135.751112659779	900.131543979864	475.950224550841	92.5738195187936	864.545862819711	29.4685449281224	808.557724461071	3171.44695349523	57.9370898562447	26.1472146865081	414.268377206576	540.478926387919	2291.29443946744	380.580599041631	97.318577006814	396.238298752099	633.95064890192	306.087906479711	413.319425708972	113.450752466083	77.8650713059304	1175.32747828505	270.027749570756	NA	NA	NA	NA	NA
S06.27341_workingFolder20110525_HuseNano8	S06.27341	196	21791.4687719959	274.792795591339	1045.83259662883	197.443261410826	32594.6203792075	1557.81284668079	720.47344491715	644.351681120455	12.049933454359	86.9439268672363	857.983727904728	2500.74050145276	1546.76291322644	199.898802178461	236.731913692991	956.205358610141	1637.61792162894	660.312696110084	541.218968879771	3.45554076763532	1755.48387847544	269.881714056068	2532.66253143202	382.836589367293	5471.9448302915	401.253145124558	83.2606157157833	112.727104927407	1458.36344559156	1490.28547557082	159.382379512478	341.092396317492	6333.8396397315	22079.994812193	542.446739263589	5970.41960612147	8358.43300264682	258.831780601709	6547.47168651577	1711.284144658	1038.46597432592	697.145807624614	166.749001815384	204.809883713732	406.164226659828	3932.32076898415	220.770898703361	1086.34901929481	343.547937085128	1545.53514284262	213.404276400455	419.669700881823	794.139667946209	112.727104927407	80.805074948148	28.0109484439886	2041.55437790495	595.240865767748	2416.02434496934	325.131381327863	891.133528267805	842.022712915098	833.428320228374	66.0718303423361	79.5773045643303	832.200549844557	28.0109484439886	370.558885529116	1211.58159844421	1401.88600793595	301.803744035327	69.755141493789	2206.07560933652	326.35915171168	454.047271628717	66.0718303423361	27727.7385777542	117.638186462678	1862.29990186757	1651.12339585094	3097.43690798814	2219.58108355851	1357.68627411852	492.108153527065	3567.67296499031	1594.64595819532	2554.76239834074	646.80722188809	143.421364522849	7239.93418298893	25678.5898071626	431.947404719999	69.755141493789	2.22777038381766	512.980250051965	9.59439268672363	12.049933454359	208.493194865185	284.61495866188	125.004808765584	126.232579149401	1664.62887007293	139.738053371396	262.515091753162	59.9329784232477	649.262762655725	1	332.498003630769	1	759.762097199315	1836.5167238074	969.710832832135	242.870765612079	349.686789004216	3544.34532769777	1405.5693190874	1036.01043355829	1443.63020098575	192.532179875555	3900.39873900489	780.634193724215	228.137521006267	440.541797406723	129.915890300854	1056.88253008319	675.045940715896	120.093727230313	962.344210529229	83.2606157157833	943.927654771964	5975.33068765674	105.360482624501	51.3385857365241	775.723112188944	580.507621161936	3340.53544398404	303.031514419145	99.2216307054129	538.763428112136	681.184792634984	289.52604019715	516.663561203418	88.171697251054	132.37143106849	1622.88467702313	131.143660684672	NA	NA	NA	NA	NA
S06.2819_workingFolder20110525_HuseNano8	S06.2819	442	14188.0616905796	140.45448684305	1075.01575719822	130.725104040047	53887.186654435	1428.51666570735	700.434519282586	531.251362763692	10.7293828030035	43.7011800798488	2377.13148900019	1453.92116524853	2256.05472522948	98.8343492968687	442.605875002993	237.748314873086	1197.71408476943	184.236709456566	398.283131122644	1	709.623380818756	104.239561965204	11736.7977454896	139.913965576217	610.707988988221	34.5123185436788	44.2417013466823	115.590508568708	934.480227821504	633.409882195229	398.283131122644	302.610866893109	6324.01777941862	27010.3071824046	224.775804469081	691.78617901325	3240.34395213334	285.85470762127	3974.9123537601	636.65300979623	732.325274025765	337.204227970455	48.025350214517	86.4023601596976	64.7815094863564	3578.16974390429	68.0246370873576	933.399185287837	311.259207162446	545.304915701363	109.104253366706	192.885049725903	824.213889387464	35.0528398105123	43.1606588130153	36.6744036110129	2910.62597936489	130.725104040047	2404.15755234187	345.312046972958	479.901842414507	611.789031521888	1449.05647384702	16.6751167381723	29.647627142177	673.948977207743	106.942168299372	217.208506733412	588.006095781212	1357.70837975216	385.310620718639	443.68691753666	357.744036110129	173.966805386729	450.713694005496	60.9978606185217	1579.86262042074	118.833636169709	1241.49630738295	238.288836139919	1977.68627281022	880.428101138152	357.744036110129	292.881484090106	1284.1974874628	1806.34103122399	1725.26284119896	370.1760252473	138.83292304255	11675.7188423374	28509.7131766008	113.968944768208	224.775804469081	2.62156380050059	433.957534733657	8.02677646883587	11.269904069837	402.607301257312	199.911826194739	89.1049664938652	49.1063927481841	973.938280300352	75.591934823027	270.720112149931	67.4841158205241	723.676933756428	1	298.827218025274	1	528.548756429524	1089.06931013589	548.007522035531	165.858986384226	195.58765606007	2025.7926655584	952.317429627011	726.920061357429	902.048951811493	114.509466035041	2496.5866889704	671.246370873576	160.994294982725	269.09854834943	93.969657895367	1020.42310924804	588.546617048046	85.861838892864	662.598030604239	30.1881484090106	609.08642518772	2971.16436125024	41.5390950125147	70.1867221546917	588.006095781212	577.736191711375	6470.49904273051	332.880057835787	159.913252449057	470.712980878337	556.655862304868	153.967518513889	337.744749237288	76.672977356694	81.5376687581958	1047.44917258971	134.508752907882	NA	NA	NA	NA	NA
S06.3377_workingFolder20110525_HuseNano8	S06.3377	443	34149.1982236837	275.509246815209	715.476121847803	292.431049701078	30721.5930391349	2366.29200338036	700.434519282586	721.11672280976	6.64060096195634	106.291217956518	1123.47959142931	653.429511266283	288.670649059773	138.254623407604	390.201466374988	230.384439119558	4464.59556122812	245.426041684775	414.644070543465	1	1796.59130622277	965.542764494534	20423.7358829233	363.878661885858	4624.41258848355	143.895224369561	96.8902163532578	48.0050080163028	1473.19685107061	597.02350164672	179.619030461951	1151.68259623909	2072.98075335863	24594.0201941297	754.960328581498	7424.03086593455	5506.22653886939	307.472652266295	9996.14490458664	2435.85941524449	1894.36172289668	568.820496836938	93.1298157119536	130.733822124996	418.404471184769	6649.38833382587	132.614022445648	96.8902163532578	348.837059320641	1414.91064113039	172.098229179342	2046.6579488695	1189.28660265214	66.807011222824	64.9268109021719	10.4010016032606	1187.40640233148	367.639062527162	595.143301326068	138.254623407604	1155.4429968804	474.810480804333	1548.40486389669	31.0832051304338	230.384439119558	766.24153050541	1	399.602467978248	1020.06857379345	764.361330184758	309.352852586947	942.980360646709	1757.10709948907	111.931818918475	143.895224369561	55.5258092989113	27228.1808433633	166.457628217386	3022.48191528795	1354.74423086952	2119.98576137493	1200.56780457605	1830.43491199451	1307.73922285322	2488.50502422275	1313.37982381518	1319.02042477713	119.452620201083	209.702235592385	7583.84789318998	19231.6888796298	4.76040064130423	57.4060096195634	1	215.342836554341	1	10.4010016032606	220.983437516297	177.738830141299	96.8902163532578	113.812019239127	1975.21033668472	510.534286896723	252.946842967383	68.6872115434761	382.680665092379	1	745.559326978237	1	619.585905494546	2430.21881428253	1591.64947127169	262.347844570644	873.412948782581	5976.27661903242	984.344767701056	2437.73961556514	1102.79738790214	115.692219559779	1753.34669884777	764.361330184758	192.780432706516	830.168341407582	279.269647456513	1038.87057699997	303.71225162499	136.374423086952	1144.16179495649	44.2446073749986	1414.91064113039	1381.06703535865	153.296225972821	48.0050080163028	753.080128260846	1584.12866998908	3789.60364611401	550.018493630417	234.144839760862	318.753854190207	367.639062527162	254.827043288035	119.452620201083	74.3278125054324	91.2496153913015	1950.76773251624	121.332820521735	NA	NA	NA	NA	NA
S06.35713_workingFolder20110525_HuseNano8	S06.35713	470	19658.6263983255	275.992103376201	1044.55977691481	201.564041208853	20818.9207148502	1083.73244121342	652.0496806428	417.013694851175	14.3187058615254	55.0582767320736	725.694289524176	590.940324336977	688.088531797516	122.435259325673	389.592829842153	473.422331441165	1928.29508349132	269.724477088424	511.811542453797	11.1848927176371	820.492137126798	317.515127532721	48774.100864906	274.425196804256	1265.49360355894	70.7273424515153	39.389211012632	39.389211012632	872.983507286927	347.28635239966	214.882747070378	1026.54035133745	3186.52106076248	18161.4471688329	739.796448671673	2117.89077869656	1042.2094170569	178.843895915663	4859.19382631288	1893.03968562258	485.174130730746	257.189224512871	211.74893392649	64.4597161637386	109.116553464147	2395.23324193068	166.308643340109	421.714414567008	290.094262523698	1286.64684228019	142.805044760947	449.918732862003	702.974144230985	114.600726465952	190.595695205244	12.7517992895812	2334.90733891083	312.814407816888	1110.36985293647	250.138144939122	259.539584370787	287.743902665782	1238.85619183589	66.8100760216549	116.951086323868	800.122351691523	33.9050380108274	179.627349201635	616.010829488084	2871.57283980171	395.860456129929	477.339597871026	836.161202846239	380.191390410488	677.903639079879	70.7273424515153	789.154005687914	156.907203908444	1345.40583872809	270.507930374396	2244.02675773807	1193.41590124951	1083.73244121342	390.376283128125	4787.11612400345	1545.18642665097	1584.35909094958	56.6251833040178	119.301446181784	6502.87882028231	18900.2436175045	989.718046896767	38.6057577266599	2.56690657194416	258.756131084815	3.35035985791624	4.13381314388833	78.5618753112361	66.8100760216549	112.250366608036	100.498567318454	1980.00300036548	349.636712257576	344.935992541744	69.9438891655432	459.320172293668	4.91726642986041	534.531687746988	1	566.653272471843	1325.03605329282	511.811542453797	312.030954530916	564.302912613927	3395.70308811703	910.589265013587	538.448954176848	682.604358795711	45.6568373004087	2711.7483694634	501.62664973616	163.174830196221	388.025923270208	70.7273424515153	824.409403556658	492.225210304495	86.3964081709569	835.377749560267	152.989937478584	804.039618121384	1575.74110480388	48.0071971583249	41.7395708705482	502.410103022132	683.387812081683	3677.74627106698	445.21801314617	148.289217762751	326.133113678414	578.405071761424	409.962615277427	351.987072115493	104.415833748315	38.6057577266599	1035.94179076912	194.512961635104	NA	NA	NA	NA	NA
S06.36650_workingFolder20110525_HuseNano8	S06.36650	471	6958.23715698266	2003.27729554387	609.8005290505	670.680581955551	8781.25651897277	1533.14799811043	3684.24320075553	417.013694851175	1	778.911787120084	2845.45136073039	762.000661313126	3342.63845945497	2202.82858006598	2057.39289812614	2615.46004975576	1035.96089938585	1353.89006455667	694.356158085292	126.142330971492	109.231205164533	1049.48980003142	13096.9758249085	1729.31705747114	1570.35247488573	822.880714218176	1627.85030262939	1353.89006455667	1418.15234262311	1935.63279231603	562.449376791017	153.200132262625	2940.15366524936	2886.03806266709	792.440687765651	12298.7706868201	2219.73970587294	1905.19276586351	2405.76208974948	2256.94418264824	1597.41027617687	1313.30336261997	2409.14431491087	3596.30534655934	3288.5228568727	711.267283892251	1594.02805101548	1996.51284522108	1922.10389167047	501.569323885967	843.174065186526	1076.54760132255	112.613430325925	1759.75708392367	329.075840654992	927.729694221317	2869.12693686014	2415.90876523365	1550.05912391738	1303.15668713579	964.934170996626	1499.32574649651	609.8005290505	1374.18341552502	1303.15668713579	143.05345677845	660.533906471376	1966.07281876856	4025.84794205609	535.391575499884	1468.88572004398	2510.61106975262	586.124952920759	1732.69928263253	1939.01501747743	1962.69059360717	1066.40092583838	572.596052275192	2662.81120201524	1918.72166650908	920.965243898534	1915.33944134768	3298.66953235688	572.596052275192	596.271628404934	1543.2946735946	630.093880018851	2243.41528200268	21.29335096835	4837.58198079009	2240.03305684129	1	1	11.146675484175	1002.13864777193	1	7.76445032278334	2513.99329491401	2595.16669878741	1851.07716328124	2162.24187812928	1181.39658132569	2913.09586395823	1154.33878003456	34.8222516139167	2706.78012911334	41.5867019367	833.027389702351	1	1445.21014391424	2916.47808911962	680.827257439726	2209.59303038876	2311.05978523051	1228.74773358518	1688.73035553444	535.391575499884	1671.81922972748	778.911787120084	2368.55761297417	1793.57933553758	1367.41896520223	1384.33009100919	1671.81922972748	325.6936154936	1421.5345677845	2013.42397102804	1932.25056715464	2199.44635490458	1583.8813755313	1986.36616973691	1709.02370650279	670.680581955551	122.7601058101	1928.86834199325	2412.52654007226	1634.61475295218	1316.68558778136	1008.90309809472	1194.92548197126	1725.93483230975	1147.57432971178	4.38222516139167	1817.25491166733	2794.71798330952	826.262939379567	NA	NA	NA	NA	NA
S06.41200_workingFolder20110525_HuseNano8	S06.41200	474	18600.1734214942	227.825774181236	1314.96930614987	211.083871801192	22788.8893847077	1187.5148235147	666.895665632057	850.516530445438	1	72.2881004569599	1427.3020705063	1017.39549287878	2211.47117553285	120.893623495796	463.832591603141	361.760993221585	1129.1881958681	438.449707349526	21781.6749350696	159.237980559767	1793.46367739886	159.237980559767	4814.02690357899	429.808725475955	1000.65359049873	114.412887090618	35.0238661271854	141.956016812625	1592.02078747124	298.033751903999	411.446638994617	193.801908054051	5483.70299878073	76085.3854581588	332.057618031185	917.484139965613	4032.01804402082	302.894304207883	5478.84244647685	593.987381073802	951.508006092798	159.237980559767	105.771905217047	226.205590079941	346.639274942836	1272.84451951622	69.587793621469	414.146945830108	175.439821572712	423.327989070777	110.092396153833	191.641662585658	31231.1286751865	93.3504937737889	193.261846686952	8.56085913937453	2840.10260683514	245.647799295476	3888.9017817398	394.164675247476	335.838047600872	845.115916774456	1984.64540135162	39.3443570639708	74.9884072924508	1680.05079030824	107.93215068544	246.187860662574	1145.39003688105	1181.03408710952	299.113874638196	477.874187147694	1256.64267850327	318.016022486632	260.769517574225	23.6825774181236	1008.21444963811	245.647799295476	1126.48788903261	334.757924866676	3332.63857362868	894.801562547489	441.690075552116	543.761673933672	807.311621077584	2455.57891346123	2132.08215456942	190.561539851461	522.699280616843	3156.57856795467	69747.2252538946	33.4036820258908	229.44595828253	1	734.403336519329	1	1	383.363447905512	173.27957610432	105.231843849949	4591.52162033454	3060.98770597829	3264.05078000721	10481.9709512744	76.0685300266471	693.898733986966	1	397.945104817163	1	705.240022696028	1240.98089885742	598.847933377686	348.25945904413	288.85270866333	2754.23284946653	1700.57312225797	624.770878998399	1000.65359049873	139.795771344232	3070.70881058606	646.913395049424	191.10160121856	259.14933347293	132.774973571956	1152.41083465332	660.954990593977	91.1902483053962	853.756898648027	59.8666890137017	571.304803655679	4830.76880595903	62.0269344820944	500.016703198719	800.290823305307	828.914075761511	2691.04566951604	484.354923552872	195.422092155345	578.865662795053	837.555057635082	234.306510586414	341.778722638952	121.433684862894	89.5700642041016	1108.12580255127	264.549947143912	NA	NA	NA	NA	NA
S06.42857_workingFolder20110525_HuseNano8	S06.42857	480	34644.3563569836	509.507290194621	1212.59645163718	163.151559373285	24177.1488963193	1198.32711441234	407.027504670705	291.575594396927	6.18884989994512	51.5912865244649	102.18257304893	169.637621748216	484.860253169882	34.7275243496433	999.853605739435	1679.59294263225	2019.46261107865	52.8884989994512	301.953294196817	4.89163742495884	351.247368246295	776.733060041795	8962.14377720522	410.919142095664	425.188479320513	45.1052241495335	72.3466861242454	54.1857114744374	566.584639094018	39.9163742495884	129.424035023642	867.537933290835	824.729921616287	155.368284523367	560.098576719086	2923.61970614409	5520.63908106662	456.321578720184	1242.43233856187	410.919142095664	215.040058372736	38.6191617746021	202.067933622873	168.34040927323	69.7522611742728	2870.43399466965	1893.63300100498	1368.26194863554	314.92541894668	1448.68912208469	68.4550486992865	71.0494736492591	1171.08565243762	322.708693796597	86.6160233490944	16.5665496998353	579.556763843881	255.253645097311	797.488459641575	72.3466861242454	163.151559373285	34.7275243496433	5223.57742429476	183.906958973065	247.470370247393	997.259180789462	26.9442494997256	56.78013642441	766.355360241905	833.810408941191	250.064795197366	226.714970647613	523.776627419471	528.965477319416	901.265457640478	47.6996490995061	1206.11038926225	486.157465644868	2812.05943329527	91.8048732490395	919.426432290286	1687.37621748216	7884.16021049162	1565.43824483345	435.566179120404	859.754658440917	7949.02083424093	126.829610073669	100.885360573944	632.742475318318	121.640760173724	7.4860623749314	1	1	10.080487324904	8.78327484991767	17.8637621748216	443.349453970321	374.597192796048	54.1857114744374	33.430311874657	955.748381589901	61.9689863243551	59.3745613743826	45.1052241495335	255.253645097311	12.6749122748765	322.708693796597	1	698.900311542618	521.182202469498	610.689863243551	220.228908272681	339.572455971419	1326.75114943598	383.677680120952	452.429941295225	635.33690026829	11.3776997998902	3092.2573278923	356.436218146241	150.179434623422	278.603469647064	51.5912865244649	570.476276518977	222.823333222654	30.8358869246844	656.092299868071	11.3776997998902	574.367913943935	970.017718814751	32.1330993996707	21.7553995997805	388.866530020897	257.848070047283	1798.93649033098	260.442494997256	81.4271734491493	352.544580721282	477.076978319964	299.358869246844	167.043196798244	39.9163742495884	47.6996490995061	467.996490995061	438.160604070376	NA	NA	NA	NA	NA
S06.49911_workingFolder20110525_HuseNano8	S06.49911	485	45867.3017172809	289.172027308461	826.66142655795	122.420798023228	51397.6143312456	1108.35767797184	562.773558854135	520.681015539416	7.47577589457216	68.9956468930077	3708.38169964256	509.348407723914	428.401209041762	140.229181733301	1394.91076130666	1479.09584793609	2873.00660924275	151.561789548803	282.696251413889	1	491.540024013841	306.980411018534	48098.2065129611	316.694074860393	1067.88407863076	175.845949153448	80.3282547085089	25.2841596046456	533.63256732856	294.02885922939	200.130108758094	936.749616765677	2290.18677873126	14633.0156337858	562.773558854135	10878.6845589076	4679.74808382838	544.965175144061	3091.56404568456	1362.5318818338	324.788794728608	109.469246234084	114.326078155013	1145.59338936563	90.0419185503672	3156.32180463028	373.357113937899	3569.15251790926	172.608061206162	3721.3332514317	104.612414313155	4237.77637902383	825.042482584307	175.845949153448	161.275453390661	31.7599354992177	1440.24119256866	515.824183618487	1169.87754897027	276.220475519317	373.357113937899	167.751229285233	3164.4165244985	360.405562148755	9269.4542491064	363.643450096041	49.5683192092912	65.7577589457216	860.659250004454	3781.2341784565	2235.14268362739	407.354937384403	475.350584277411	318.313018834036	763.522611585871	1098.64401412998	20053.2400575427	263.268923730172	1390.05392938573	567.630390775064	1179.59121281213	867.135025899026	1184.44804473306	988.555823922254	4598.80088514623	1022.55364736876	4127.68818881611	305.361467044891	114.326078155013	6671.04917140932	8343.41829618258	1624.80080556397	2.61894397364304	1	77.0903667612229	1	2.61894397364304	130.515517891443	436.495928909978	106.231358286798	43.092543314719	1338.24772222915	68.9956468930077	198.511164784451	75.4714227875798	285.934139361175	2.61894397364304	366.881338043327	1	766.760499533158	616.198709984355	666.385973167289	208.224828626309	507.729463750271	1734.8889957717	923.798064976532	757.046835691299	954.55800047575	20.4273276837165	3698.6680358007	389.546553674329	132.134461865086	313.456186913107	49.5683192092912	480.20741619834	284.315195387532	22.0462716573595	541.727287196775	1	789.42571516416	3407.25812054496	33.3788794728608	18.8083837100734	489.921080040198	328.026682675894	3711.61958758985	368.50028201697	245.460540020099	430.020153015405	444.590648778193	344.216122412324	224.414268362739	36.6167674201469	56.0440951038633	742.476339928512	138.610237759658	NA	NA	NA	NA	NA
